timestamp,grid_id,volume,occupancy,price,duration,num,grid,count,fast_count,slow_count,area,lon,la,CBD,dynamic_pricing,hour,dayofweek,is_weekend,month,capacity,utilization,occupancy_density,charger_density,vol_lag1,vol_lag2,vol_lag24,util_lag1,procurement_cost_per_kwh,queue_proxy,congestion,pred_volume,pred_utilization,pred_congestion_prob,date,applied_price,adj_volume,adj_utilization,adj_queue_proxy
2022-07-13 04:00:00,703,497.00000004,97.0,0.8406666670000001,5.916666667,144,703,313,0,313,2.38,114.0334,22.62769,0,0,4,2,0,7,313,0.3099041533546325,40.75630252100841,131.51260504201682,545.51611113,567.10333332,552.99999996,0.3130990415335463,6.0,0.0,0,558.8784920213236,0.310446362269658,1.769024528908385e-05,2022-07-13,15.0,497.00000004,0.30990415335400895,0.0
2022-07-13 04:00:00,1093,0.0,0.0,1.2,0.0,283,1093,6,0,6,0.92,113.9257,22.49366,0,0,4,2,0,7,6,0.0,0.0,6.521739130434782,0.0,0.0,0.0,0.0,6.0,0.0,0,1.9792122829641547,0.0,0.0002986924564261,2022-07-13,10.0,0.0,0.0,0.0
2022-07-13 04:00:00,526,545.80166667,97.91666666666669,1.185714286,6.91194444475,78,526,276,10,266,3.17,113.8627,22.56923,0,0,4,2,0,7,276,0.3547705314009662,30.888538380651948,87.06624605678233,546.0,546.0,535.5,0.3550724637681159,6.0,0.0,0,558.1639625629354,0.3527540681242652,7.15161704573076e-05,2022-07-13,15.0,545.80166667,0.35477053140031617,0.0
2022-07-13 04:00:00,1109,35.000000004,6.0,1.06,0.416666667,297,1109,62,0,62,0.74,114.0387,22.55278,1,0,4,2,0,7,62,0.0967741935483871,8.108108108108109,83.78378378378379,35.000000004,35.000000004,42.0,0.0967741935483871,6.0,0.0,0,35.48940996998325,0.1043046779028336,1.6149825479325127e-05,2022-07-13,10.0,40.833333338,0.11290322580322583,0.0
2022-07-13 04:00:00,716,993.29166667,73.0,0.734128571,5.169328704000001,154,716,147,6,141,3.95,114.0739,22.60935,0,1,4,2,0,7,147,0.4965986394557823,18.481012658227847,37.21518987341772,1022.04166667,988.5,663.0,0.4982993197278911,6.0,0.0,0,853.4652614566005,0.4995940353841082,1.8939580401350976e-05,2022-07-13,15.0,993.29166667,0.4965986394552824,0.0
2022-07-13 04:00:00,735,640.25,6.25,0.31,0.5211805555833333,164,735,19,19,0,3.89,114.095,22.71845,0,1,4,2,0,7,19,0.3289473684210526,1.6066838046272494,4.884318766066838,708.41666666,849.66666667,648.93333334,0.3903508771929824,6.0,0.0,0,701.7134615783701,0.3921730137207436,0.0133236836195509,2022-07-13,15.0,640.25,0.32894736842053884,0.0
2022-07-13 04:00:00,1098,1943.9849997,41.66666666666666,1.02,2.1427083332500003,288,1098,74,28,46,1.52,113.896,22.55854,1,0,4,2,0,7,74,0.5630630630630631,27.412280701754383,48.68421052631579,1430.88166643,1464.593333,1772.6366667,0.4864864864864865,6.0,0.0,0,1635.646994797105,0.4836940011928505,6.945228281535082e-05,2022-07-13,15.0,1943.9849997,0.5630630630627734,0.0
2022-07-13 04:00:00,109,63.0,9.0,1.004,0.75,7,109,39,0,39,3.15,114.143,22.56388,0,0,4,2,0,7,39,0.2307692307692307,2.857142857142857,12.38095238095238,63.0,63.0,35.000000004,0.2307692307692307,6.0,0.0,0,62.73924291262164,0.2283947355569129,6.866754716570188e-05,2022-07-13,10.0,73.5,0.26923076922649564,0.0
2022-07-13 04:00:00,102,56.007777779,18.416666666666668,0.924,0.7917592594166667,1,102,30,3,27,0.71,114.103,22.54041,0,0,4,2,0,7,30,0.6138888888888889,25.93896713615024,42.25352112676057,66.500000004,66.500000004,59.499999996,0.6666666666666666,6.0,0.0,0,64.7929112319222,0.6604400826842466,4.8744903532830056e-05,2022-07-13,15.0,56.007777779,0.6138888888779281,0.0
2022-07-13 04:00:00,1085,98.000000004,45.66666666666666,1.173333333,1.416666667,277,1085,83,0,83,0.38,113.9258,22.52152,1,0,4,2,0,7,83,0.5502008032128514,120.17543859649122,218.42105263157893,98.000000004,100.428611109,105.165277778,0.6365461847389559,6.0,0.0,0,96.56755643874122,0.6239039901221446,6.266686936912312e-05,2022-07-13,15.0,98.000000004,0.550200803207237,0.0
2022-07-13 04:00:00,1066,52.723611111,10.0,1.16625,0.752662037,266,1066,40,0,40,1.57,113.9103,22.52129,1,0,4,2,0,7,40,0.25,6.369426751592356,25.477707006369425,59.499999996,59.499999996,42.0,0.275,6.0,0.0,0,62.393939555933095,0.27305461022026,9.494299065470352e-05,2022-07-13,10.0,61.5108796295,0.2916666666611347,0.0
